1.378983211517333984e+01,1.224073028564453125e+01
1.322556400299072266e+01,1.243810844421386719e+01
1.381574440002441406e+01,1.200047016143798828e+01
9.039565086364746094e+00,1.144793510437011719e+01
1.263331699371337891e+01,1.246683597564697266e+01
1.332784557342529297e+01,5.951359272003173828e+00
1.147095870971679688e+01,9.367677688598632812e+00
1.359198284149169922e+01,3.808203935623168945e+00
1.207716846466064453e+01,8.045009613037109375e+00
1.201867675781250000e+01,7.040755271911621094e+00
1.192159461975097656e+01,8.214076042175292969e+00
9.188758850097656250e+00,1.077425098419189453e+01
8.115229606628417969e+00,6.654104709625244141e+00
1.378551483154296875e+01,1.204901599884033203e+01
7.903170585632324219e+00,7.247888565063476562e+00
1.315576267242431641e+01,6.086206436157226562e+00
1.288057422637939453e+01,3.984212160110473633e+00
1.313277626037597656e+01,3.808927774429321289e+00
1.372505664825439453e+01,3.869982242584228516e+00
8.865146636962890625e+00,1.148627471923828125e+01
1.306369590759277344e+01,4.472965240478515625e+00
1.039364337921142578e+01,8.609767913818359375e+00
1.302949428558349609e+01,4.486775875091552734e+00
1.210927391052246094e+01,1.208522605895996094e+01
9.456341743469238281e+00,6.961820125579833984e+00
8.761516571044921875e+00,1.144021034240722656e+01
9.231089591979980469e+00,9.816234588623046875e+00
8.925205230712890625e+00,1.016989135742187500e+01
1.395757770538330078e+01,4.424550056457519531e+00
9.559590339660644531e+00,1.073673915863037109e+01
1.288709449768066406e+01,4.611586570739746094e+00
1.211644554138183594e+01,6.150372505187988281e+00
8.445250511169433594e+00,8.922893524169921875e+00
1.242694664001464844e+01,5.179370880126953125e+00
1.198081111907958984e+01,1.105388355255126953e+01
1.294576549530029297e+01,1.232569313049316406e+01
2.540294647216796875e+00,9.050359725952148438e+00
1.306506443023681641e+01,1.193270492553710938e+01
9.207854270935058594e+00,1.102141952514648438e+01
1.345791721343994141e+01,1.204473304748535156e+01
1.373808383941650391e+01,1.156399345397949219e+01
1.061563491821289062e+01,6.010526180267333984e+00
1.075870704650878906e+01,5.985189914703369141e+00
1.282405090332031250e+01,1.190310859680175781e+01
1.343211078643798828e+01,5.155572891235351562e+00
