1.115716552734375000e+01,-4.000761985778808594e+00
6.830101966857910156e+00,-3.847932815551757812e-01
1.169790172576904297e+01,-5.017126560211181641e+00
9.118285179138183594e+00,1.141116380691528320e+00
1.036855316162109375e+01,-6.068843841552734375e+00
1.075966644287109375e+01,-3.789397478103637695e+00
9.940031051635742188e+00,-2.015057086944580078e+00
6.452158451080322266e+00,-2.936741590499877930e+00
1.039509296417236328e+01,-6.046818733215332031e+00
1.153180027008056641e+01,-4.497225761413574219e+00
1.154726696014404297e+01,-4.144318103790283203e+00
1.032696151733398438e+01,-6.361119747161865234e+00
1.034956645965576172e+01,-5.582050323486328125e+00
9.673645973205566406e+00,1.709462851285934448e-01
9.029880523681640625e+00,1.382443428039550781e+00
1.143815326690673828e+01,-4.443895816802978516e+00
1.113384151458740234e+01,-2.440017461776733398e+00
1.180221939086914062e+01,-2.137307882308959961e+00
1.065364742279052734e+01,-5.933116912841796875e+00
9.763729095458984375e+00,-1.035152524709701538e-01
1.089838314056396484e+01,-4.165286540985107422e+00
1.032124805450439453e+01,-5.621393680572509766e+00
8.796470642089843750e+00,9.842224717140197754e-01
1.192109584808349609e+01,5.559310317039489746e-01
8.929485321044921875e+00,1.254394799470901489e-01
1.726456880569458008e+00,1.272067874670028687e-01
-2.151753455400466919e-01,3.541887998580932617e+00
8.326970100402832031e+00,4.561345100402832031e+00
1.126871871948242188e+01,4.114141941070556641e+00
9.947829246520996094e+00,-1.525665044784545898e+00
7.505062580108642578e+00,-1.452355742454528809e+00
1.290931606292724609e+01,2.130484580993652344e+00
7.328186988830566406e+00,2.127069711685180664e+00
5.290338516235351562e+00,3.480202198028564453e+00
6.960751056671142578e+00,1.985905408859252930e+00
1.020634174346923828e+01,-1.322438597679138184e+00
7.280124425888061523e-01,3.981546401977539062e+00
1.090691375732421875e+01,5.486493587493896484e+00
1.110585021972656250e+01,-6.529633402824401855e-01
9.817886352539062500e+00,-7.244845032691955566e-01
-1.109957993030548096e-01,8.006908297538757324e-01
7.861913204193115234e+00,2.641222000122070312e+00
8.492003440856933594e+00,4.796799659729003906e+00
1.345481872558593750e+01,9.975572824478149414e-01
7.939921379089355469e+00,8.388243675231933594e+00
-6.517694145441055298e-02,3.827838420867919922e+00
1.058696174621582031e+01,5.054242134094238281e+00
9.422304153442382812e+00,-2.652628183364868164e+00
-2.315524369478225708e-01,-2.612353801727294922e+00
8.578227043151855469e+00,4.260736942291259766e+00
9.600692749023437500e+00,1.686911582946777344e+00
6.425132274627685547e+00,-2.068161010742187500e+00
1.318363547325134277e-01,2.852638244628906250e+00
8.936052322387695312e+00,-2.508096456527709961e+00
7.479884624481201172e+00,1.178197288513183594e+01
6.589558601379394531e+00,-8.627851009368896484e-01
8.396901130676269531e+00,2.108415126800537109e+00
6.356218338012695312e+00,-1.940369486808776855e+00
1.299805164337158203e+01,2.140402793884277344e+00
1.162603569030761719e+01,1.801674604415893555e+00
1.299371814727783203e+01,1.101751923561096191e+00
1.021114063262939453e+01,-7.692853808403015137e-01
1.113541984558105469e+01,-1.958687424659729004e+00
9.531000137329101562e+00,-3.133053302764892578e+00
7.198161602020263672e+00,5.454437255859375000e+00
7.063561439514160156e+00,-6.081915378570556641e+00
8.689314842224121094e+00,-3.363765478134155273e+00
1.070652604103088379e+00,9.988071918487548828e-01
7.608331203460693359e+00,2.794967651367187500e+00
7.778810977935791016e+00,-1.499769568443298340e+00
1.091418933868408203e+01,-4.221740365028381348e-01
7.875634193420410156e+00,2.193795442581176758e+00
1.305435466766357422e+01,6.285396218299865723e-01
8.653895378112792969e+00,1.055875062942504883e+00
1.146823310852050781e+01,4.311117172241210938e+00
2.460285425186157227e+00,2.149620532989501953e+00
8.538002967834472656e+00,-3.530289888381958008e+00
8.212421417236328125e+00,7.956569194793701172e+00
1.226653289794921875e+01,1.248922586441040039e+00
1.456052958965301514e-01,1.826977491378784180e+00
1.202704906463623047e+01,5.057143688201904297e+00
2.391393899917602539e+00,1.216757059097290039e+00
9.842711448669433594e+00,3.664927244186401367e+00
1.146029114723205566e+00,3.660912275314331055e+00
8.587880134582519531e+00,-2.604066371917724609e+00
2.864330291748046875e+00,-6.391974449157714844e+00
8.086645126342773438e+00,1.060132741928100586e+00
