1.170159053802490234e+01,9.127804040908813477e-01
8.317316055297851562e+00,-9.518123418092727661e-02
1.678877472877502441e+00,2.249652296304702759e-01
-2.859610319137573242e-01,3.824463605880737305e+00
8.388204574584960938e+00,4.291980266571044922e+00
1.118556022644042969e+01,4.139020442962646484e+00
9.783447265625000000e+00,-1.793516993522644043e+00
7.482317447662353516e+00,-1.466442108154296875e+00
1.267644500732421875e+01,2.245245218276977539e+00
7.724096298217773438e+00,1.248074054718017578e+00
6.145714759826660156e+00,3.467830896377563477e+00
7.149600028991699219e+00,1.905381441116333008e+00
9.919106483459472656e+00,-1.440531134605407715e+00
8.205151557922363281e-01,4.211013317108154297e+00
1.095922279357910156e+01,5.280091285705566406e+00
1.107791614532470703e+01,-2.766393125057220459e-01
9.840003967285156250e+00,-5.840602517127990723e-01
-2.049989849328994751e-01,1.205252528190612793e+00
7.858047485351562500e+00,3.032887935638427734e+00
8.689965248107910156e+00,4.339480400085449219e+00
1.340064811706542969e+01,7.689350843429565430e-01
8.074523925781250000e+00,8.057234764099121094e+00
-1.185136735439300537e-01,3.578248262405395508e+00
1.056279277801513672e+01,4.774880409240722656e+00
9.341674804687500000e+00,-2.274133682250976562e+00
-2.100146114826202393e-01,-2.631964683532714844e+00
8.736156463623046875e+00,3.934463262557983398e+00
9.433953285217285156e+00,1.679303050041198730e+00
6.530888080596923828e+00,-2.096496105194091797e+00
3.192504346370697021e-01,2.366267442703247070e+00
8.988739967346191406e+00,-2.784346818923950195e+00
7.454489231109619141e+00,1.154783821105957031e+01
6.757615089416503906e+00,-1.029524922370910645e+00
8.821441650390625000e+00,2.537077426910400391e+00
6.367191791534423828e+00,-2.205137014389038086e+00
1.283723545074462891e+01,2.290563583374023438e+00
1.149139881134033203e+01,1.870094776153564453e+00
1.289523410797119141e+01,1.518752336502075195e+00
1.023978805541992188e+01,-6.173307895660400391e-01
1.108600330352783203e+01,-1.925876259803771973e+00
9.522629737854003906e+00,-3.008658885955810547e+00
7.335477352142333984e+00,5.356598854064941406e+00
7.172408580780029297e+00,-5.980646133422851562e+00
8.925524711608886719e+00,-3.171030759811401367e+00
9.232718944549560547e-01,1.158934235572814941e+00
7.754646301269531250e+00,2.983432531356811523e+00
7.888393878936767578e+00,-1.453289866447448730e+00
1.079710292816162109e+01,-2.337047457695007324e-01
7.881015777587890625e+00,2.675025224685668945e+00
1.288768482208251953e+01,6.964451074600219727e-01
8.493177413940429688e+00,6.723156571388244629e-01
